pair_ID	sentença_a	sentença_b	relatedness_score	entailment_judgment
6179	Uma mulher de camisa tingida amarela está surfando em uma prancha de surf rosa	Um surfista está montando a onda	3.5	ENTAILMENT
6180	Um surfista está montando a onda	Não há mulher em uma camisa amarela surfando em uma prancha rosa	2.2	NEUTRAL
6183	Quatro pessoas estão sentadas em uma borda baixa	Algumas pessoas estão sentadas em uma borda de cimento baixo	4.5	ENTAILMENT
6185	O grupo de pessoas está sentado em uma borda que é rochosa e uma vista cênica está por trás delas	O grupo de pessoas está sentado em uma borda rochosa e uma vista cênica está por trás delas	5	ENTAILMENT
6186	O grupo de pessoas está sentado em uma borda rochosa e uma vista cênica está por trás delas	O grupo de pessoas não está sentado em uma borda rochosa com uma vista panorâmica por trás delas	3.9	CONTRADICTION
6187	O grupo de pessoas está sentado em uma borda que é rochosa e uma vista cênica está por trás delas	Quatro pessoas estão sentadas em uma borda baixa	3.3	NEUTRAL
6188	O grupo de pessoas não está sentado em uma borda rochosa com uma vista panorâmica por trás delas	Quatro pessoas estão sentadas em uma borda baixa	2.7	NEUTRAL
6191	O grupo de pessoas está sentado em uma borda rochosa e uma vista cênica está por trás delas	Quatro pessoas estão sentadas em uma borda baixa	3.2	NEUTRAL
6193	Duas garotas estão rindo e outras garotas estão observando -as	Não há garota rindo e não há outra garota assistindo	3.2	CONTRADICTION
6194	Um grupo de meninas asiáticas está junto	O grupo de meninas asiáticas está junto	4.9	ENTAILMENT
6195	Um grupo de meninas asiáticas está de pé sozinho	Um grupo de meninas asiáticas está junto	3.7	ENTAILMENT
6197	Um grupo de meninas asiáticas está de pé sozinho	Duas garotas estão rindo e outras garotas estão observando -as	2.1	NEUTRAL
6198	Um grupo de meninas asiáticas está junto	Duas garotas estão rindo sem fôlego e outras garotas estão observando -as	2.4	NEUTRAL
6199	Não há garota rindo e não há outra garota assistindo	Um grupo de meninas asiáticas está junto	1.8	NEUTRAL
6200	Um grupo de meninas asiáticas está junto	Duas garotas estão rindo e outras garotas estão observando -as	2.4	NEUTRAL
6202	Um ciclista está segurando uma bicicleta sobre a cabeça em um grupo de pessoas	Um ciclista solitário está colocando uma bicicleta	3.1	CONTRADICTION
6205	Um ciclista frio está comemorando	Não há ciclista frio comemorando	4	CONTRADICTION
6206	Algo está sendo celebrado por um ciclista frio	Um ciclista está segurando uma bicicleta sobre a cabeça em um grupo de pessoas	3.2	NEUTRAL
6208	Um ciclista frio está comemorando	Uma bicicleta está sendo mantida sobre a cabeça por um ciclista em um grupo de pessoas	2.3	NEUTRAL
6209	Um ciclista solitário está colocando uma bicicleta	Um ciclista frio está comemorando	3	NEUTRAL
6211	Um ciclista frio está comemorando	Um ciclista está segurando uma bicicleta sobre a cabeça em um grupo de pessoas	3.1	NEUTRAL
6212	Um homem está sentado pacificamente em um barco em frente ao pôr do sol perto de uma bandeira	Um homem está sentado em um barco na fonte do pôr do sol, perto de uma bandeira	4.3	ENTAILMENT
6214	Um homem está em um navio em frente ao pôr do sol	Um homem está em um barco em frente ao pôr do sol	4.6	ENTAILMENT
6215	Não há homem em um barco em frente ao pôr do sol	Um homem está em um barco em frente ao pôr do sol	3.2	CONTRADICTION
6218	Um homem está sentado pacificamente em um barco em frente ao pôr do sol perto de uma bandeira	Um homem está em um barco em frente ao pôr do sol	4.5	ENTAILMENT
6224	A multidão não está assistindo dois carros de corrida que estão deixando a linha de partida	A multidão está assistindo dois carros de corrida que estão deixando a linha de partida	3.5	CONTRADICTION
6225	A multidão está assistindo dois carros projetados para corridas que estão deixando a linha de partida	As pessoas em uma corrida de drag estão olhando para as chamas que estão saindo dos carros	3.4	NEUTRAL
6232	Um cachorro grande e um pequeno cachorro branco estão brincando juntos	Um cachorro grande e um cachorro pequeno com um casaco branco estão brincando juntos	4.5	ENTAILMENT
6233	Um cachorro grande e um pequeno cachorro branco estão passando um pelo outro	Um cachorro grande e um pequeno cachorro branco estão brincando juntos	3.9	NEUTRAL
6234	Dois cães estão brincando juntos na grama	Um cachorro grande e um cachorro pequeno com um casaco branco estão brincando juntos	3.8	NEUTRAL
6236	Dois cães estão brincando alegremente juntos na grama	Um cachorro grande e um pequeno cachorro branco estão brincando juntos	4.1	NEUTRAL
6239	Um cachorro, que é marrom, está pulando no ar	Um cachorro marrom está pulando no ar	4.9	ENTAILMENT
6241	Um cachorro de aparência desnutrido está de pé nas patas traseiras e se preparando para pular	O cachorro de aparência desnutrido está de pé nas patas traseiras e está se preparando para pular	5	ENTAILMENT
6242	Um cachorro de aparência saudável está deitado no chão	Um cachorro de aparência desnutrido está de pé nas patas traseiras e se preparando para pular	3	NEUTRAL
6243	O cachorro de aparência desnutrido está de pé nas patas traseiras e está se preparando para pular	Um cachorro marrom está pulando no ar	2.9	NEUTRAL
6246	Um cachorro marrom está sentado	Um cachorro de aparência desnutrido está de pé nas patas traseiras e se preparando para pular	2.5	NEUTRAL
6248	O policial está sentado em uma bicicleta policial	O policial está sentado em uma bicicleta policial	4.8	ENTAILMENT
6249	O policial não está sentado em uma bicicleta policial	O policial está sentado em uma bicicleta policial	3.5	CONTRADICTION
6250	Um policial está cansado em uma motocicleta	Um policial está sentado em uma motocicleta	4.6	ENTAILMENT
6253	Um policial está cansado em uma motocicleta	O policial está sentado em uma bicicleta policial	4.1	ENTAILMENT
6258	Um policial está sentado em uma motocicleta	O policial está sentado em uma bicicleta policial	4.2	ENTAILMENT
6259	Duas mulheres estão usando biquínis na praia de areia	Duas mulheres estão usando biquínis na praia, que é arenosa	4.9	ENTAILMENT
6263	Duas mulheres estão usando biquínis na praia de areia	Duas mulheres estão usando biquínis e andando na areia	4.4	NEUTRAL
6266	Duas mulheres estão usando biquínis e andando na areia	Não há mulheres usando biquínis na praia de areia	3.5	CONTRADICTION
6267	Duas mulheres estão usando biquínis e andando na areia	Duas mulheres estão usando biquínis na praia de areia	4.3	ENTAILMENT
6272	Um cachorro com um casaco dourado está nadando desajeitadamente pela água	Um cachorro está nadando em um lago e o sol está brilhando nele	3.3	NEUTRAL
6278	Um cachorro preto está sentado na grama e mantendo a boca fechada	Um cachorro preto está correndo na grama e sua língua está saindo	3.6	CONTRADICTION
6286	Um cachorro preto está pendurado na grama e correndo com a língua para fora	Um cachorro preto está correndo na grama	4.8	ENTAILMENT
6288	As líderes de torcida estão desfilando e usando uniformes que são pretos, rosa e brancos	As líderes de torcida estão desfilando e vestindo uniformes pretos, rosa e branco	4.8	ENTAILMENT
6290	Um grande grupo de líderes de torcida está andando em um desfile	Muitas líderes de torcida estão andando em um desfile	4.8	ENTAILMENT
6291	Um grande grupo de líderes de torcida está andando em um desfile	Não há grande grupo de líderes de torcida andando em um desfile	4.4	CONTRADICTION
6292	Muitas líderes de torcida estão andando em um desfile	As líderes de torcida estão desfilando e vestindo uniformes pretos, rosa e branco	3.6	NEUTRAL
6293	Não há grande grupo de líderes de torcida andando em um desfile	As líderes de torcida estão desfilando e vestindo uniformes pretos, rosa e branco	3.7	NEUTRAL
6295	Um grande grupo de líderes de torcida está andando em um desfile	As líderes de torcida não estão desfilando e não estão usando uniformes pretos, rosa e branco	3.5	NEUTRAL
6297	O homem está sentado do lado de fora sob um guarda -chuva roxo	O homem está sentado ao ar livre sob um guarda -chuva roxo	5	ENTAILMENT
6299	Uma mulher sem sapatos está sentada em um cobertor sob um guarda -chuva de lavanda	Uma mulher, que não tem sapatos, está sentada em um cobertor sob um guarda -chuva de lavanda	4.8	ENTAILMENT
6300	Uma mulher sem sapatos está sentada em um cobertor sob um guarda -chuva de lavanda	Uma mulher sem sapatos está de pé sobre um cobertor perto de um guarda -chuva de lavanda	3.8	NEUTRAL
6301	Uma mulher, que não tem sapatos, está sentada em um cobertor sob um guarda -chuva de lavanda	O homem está sentado do lado de fora sob um guarda -chuva roxo	1.8	NEUTRAL
6302	Uma mulher sem sapatos está de pé sobre um cobertor perto de um guarda -chuva de lavanda	O homem está sentado do lado de fora sob um guarda -chuva roxo	2.835	NEUTRAL
6305	Uma mulher sem sapatos está sentada em um cobertor sob um guarda -chuva de lavanda	O homem está sentado do lado de fora sob um guarda -chuva roxo	3	NEUTRAL
6306	A mulher está brincando com dois meninos em um parque	Uma mulher está brincando com dois meninos em um parque	5	ENTAILMENT
6307	Uma mulher está brincando com dois meninos em um parque	Não há mulher brincando com dois meninos em um parque	4.3	CONTRADICTION
6308	Uma senhora está perto de três filhos	Uma mulher está parada perto de três filhos	4.9	ENTAILMENT
6309	Uma mulher está parada perto de três filhos	Não há mulher em pé perto de três filhos	3.7	CONTRADICTION
6310	Uma mulher está brincando com dois meninos em um parque	Uma senhora está perto de três filhos	3	NEUTRAL
6311	Não há mulher em pé perto de três filhos	Uma mulher está brincando com dois meninos em um parque	2.7	NEUTRAL
6313	Uma mulher está parada perto de três filhos	Não há mulher brincando com dois meninos em um parque	2.1	NEUTRAL
6316	Um cachorro amarelo está parando na neve branca em um dia ensolarado	Um cachorro amarelo está correndo na neve branca em um dia ensolarado	3.5	CONTRADICTION
6317	Um cachorro bronzeado está correndo pela neve	Um cachorro, que é bronzeado, está correndo pela neve	4.9	ENTAILMENT
6318	Um cachorro bronzeado está descansando na neve	Um cachorro bronzeado está correndo pela neve	3.7	NEUTRAL
6319	Um cachorro amarelo está correndo na neve branca em um dia ensolarado	Um cachorro, que é bronzeado, está correndo pela neve	3.8	ENTAILMENT
6321	Um cachorro amarelo está correndo na neve branca em um dia muito ensolarado	Um cachorro bronzeado está correndo pela neve	3	NEUTRAL
6326	Uma garota está vestindo jeans e uma camisa rosa e está correndo	Uma garota está correndo com uma camisa rosa e não está usando jeans	3.9	NEUTRAL
6327	A menina de camisa rosa está correndo sob uma árvore no deserto	Uma garotinha de camisa rosa está correndo debaixo de uma árvore no deserto	4.9	ENTAILMENT
6333	A menina de camisa rosa está correndo sob uma árvore no deserto	Uma garota está correndo com uma camisa rosa e não está usando jeans	3.2	NEUTRAL
6334	Uma garota está vestindo jeans e uma camisa rosa e está correndo	A menina de camisa rosa está correndo sob uma árvore no deserto	3.8	NEUTRAL
6335	O cachorro branco usando orelhas de rena está perto de um cachorro marrom	O cachorro branco usando orelhas de rena está perto de um cachorro marrom	4.9	ENTAILMENT
6336	O cachorro branco usando orelhas de rena está perto de um cachorro marrom	O cachorro branco não está usando orelhas de rena e não está perto de um cachorro marrom	3.6	CONTRADICTION
6337	A rena branca usando orelhas de cachorro está perto de uma rena marrom	O cachorro branco usando orelhas de rena está perto de um cachorro marrom	3.3	NEUTRAL
6338	Um cachorro branco está usando uma bandana de rena de Natal e está brincando com um cachorro marrom na grama	Um cachorro branco está vestindo uma bandana de rena de Natal e está brincando com um cachorro com um casaco marrom na grama	4.5	ENTAILMENT
6342	O cachorro branco usando orelhas de rena está perto de um cachorro marrom	Um cachorro branco está usando uma bandana de rena de Natal e está brincando com um cachorro marrom na grama	4.2	NEUTRAL
6345	Um cachorro branco está usando uma bandana de rena de Natal e está brincando com um cachorro marrom na grama	O cachorro branco usando orelhas de rena está perto de um cachorro marrom	4.4	ENTAILMENT
6346	Uma criança, que é jovem, está andando de bicicleta em um caminho de terra áspero	Uma criança está andando de bicicleta em um caminho de terra áspero	4.9	ENTAILMENT
6347	Uma criança está andando com uma bicicleta em um caminho de terra áspero	Uma criança está andando de bicicleta em um caminho de terra áspero	3.7	NEUTRAL
6348	O garoto está andando de bicicleta de terra pela lama	Um garoto está andando de bicicleta de terra pela lama	4.9	ENTAILMENT
6349	Um garoto está andando de bicicleta de terra pela lama	Não há garoto montando uma bicicleta de terra pela lama	3.7	CONTRADICTION
6350	Uma criança está andando de bicicleta em um caminho de terra áspero	O garoto está andando de bicicleta de terra pela lama	3.8	NEUTRAL
6353	Uma criança está andando com uma bicicleta em um caminho de terra áspero	Um garoto está andando de bicicleta de terra pela lama	3.4	NEUTRAL
6357	A mulher em uma fantasia vermelha está encostada a uma parede feita de tijolos e tocando um instrumento	A mulher em uma fantasia vermelha está encostada em uma parede de tijolos e tocando um instrumento	4.8	ENTAILMENT
6359	A mulher em uma fantasia vermelha está encostada a uma parede feita de tijolos e tocando um instrumento	Uma mulher em um vestido vermelho está tocando um instrumento	4	ENTAILMENT
6360	A mulher em uma fantasia vermelha não está se inclinando contra uma parede de tijolos e não está tocando um instrumento	Uma mulher em um vestido vermelho está tocando um instrumento	3.9	NEUTRAL
6362	Uma mulher em um vestido vermelho está guardando um instrumento	A mulher em uma fantasia vermelha está encostada em uma parede de tijolos e tocando um instrumento	3.1	NEUTRAL
6363	Uma mulher em um vestido vermelho está tocando um instrumento	A mulher em uma fantasia vermelha está encostada em uma parede de tijolos e tocando um instrumento	4	NEUTRAL
6366	Uma criança pequena está vestindo um casaco branco e jogando um jogo	Uma criança, que é jovem, está usando um casaco branco e jogando um jogo	4.9	ENTAILMENT
6368	Um jovem jogador está brincando com uma criança vestindo um casaco branco	Uma criança pequena está vestindo um casaco branco e jogando um jogo	3.635	NEUTRAL
