sent0,sent1,hard_neg
Um homem de camisa vermelha está fazendo um truque com o skate,Um homem com uma camisa vermelha está fazendo um truque com um skate,Um homem de camisa vermelha não está fazendo um truque com o skate.
"O homem e o menino estão de pé embaixo da escada, que é ao ar livre",Um homem e um menino estão de pé debaixo de umas escadas que estão ao ar livre,"O homem ou o menino estão sentados em cima da escada, que é interna."
Um grupo de mulheres está usando orelhas de coelho rosa e está apontando para a direita,Várias mulheres usando orelhas de coelho rosa estão apontando para a direita,Nenhum grupo de mulheres usando orelhas de coelho rosa está apontando para a direita.
Um filhote de tigre está rugindo,Um filhote de tigre está fazendo um som,Um filhote de tigre está dormindo em silêncio.
Uma berinjela está sendo fatiada por uma mulher,Uma mulher está fatiando uma berinjela,Uma berinjela está fatiando uma mulher.
Uma mulher está olhando curiosamente para um homem,Um homem está sendo curiosamente observado por uma mulher,Uma mulher e um homem estão curiosamente se observando.
Um cantor famoso está dançando no teto,Um grande cantor está dançando no teto,Nenhum cantor está dançando no teto.
O homem está comendo,Um homem está comendo alguma comida,Nenhum homem está comendo.
Um bebê rinoceronte está andando em torno de uma jaula com sua mãe,"Um rinoceronte, que é filhote, está andando pelo curral com sua mãe",Um rinoceronte adulto não está andando em uma jaula sem sua mãe.
Um homem está em pé no topo do telhado e está tocando um violino,Um homem está de pé no topo de um telhado e tocando um violino,"Um homem está deitado no telhado, quebrando um violino."
Uma criança está segurando uma câmera em frente de seu rosto,Uma câmera está sendo segurada em frente ao rosto de uma criança,Uma criança está sendo segurada em frente ao rosto de uma câmera.
Um homem sem camisa está escoltando um cavalo que está puxando uma carroça ao longo de uma estrada,Um homem sem camisa está conduzindo um cavalo que está puxando uma carroça,Um homem sem camisa está impedindo um cavalo de puxar uma carroça.
A senhora está mexendo carne em uma tigela,A mulher está mexendo carne em uma tigela,A criança não está mexendo carne em uma tigela.
Um homem está mergulhando em uma piscina,Um homem está pulando em uma piscina,Um homem está saindo de uma piscina.
A mulher está despejando óleo em uma sautese,O óleo está sendo derramado em uma sautese pela mulher,A mulher está limpando o óleo de uma sautese.
Duas crianças estão penduradas em um galho grande,Duas crianças estão escalando uma árvore,Duas crianças estão caindo de uma árvore.
O homem está entrando no lago,O homem está entrando na água,O homem está saindo do lago.
Um homem está cuspindo no chão,Um homem está cuspindo,Um homem está engolindo.
Um ciclista solitário está pulando no ar,"Um ciclista está pulando no ar, sozinho","Um ciclista está pulando no ar, acompanhado."
Uma menina jovem com rosto pintado está em pé ao lado de outras crianças,Uma menina com rosto pintado está em pé ao lado de outras crianças,Uma menina sem rosto pintado está em pé longe de outras crianças.
Um homem está dançando na estrada,Uma pessoa está dançando,Ninguém está dançando na estrada.
A pessoa que está jogando futebol de campo está chutando a bola por entre as pernas de alguém,O jogador de futebol de campo está chutando a bola entre as pernas de alguém,O jogador de futebol de campo está chutando alguém entre as pernas da bola.
Um homem está dirigindo um carro,Um homem está dirigindo um veículo,Um carro está dirigindo um homem.
O homem está cantando com emoção e tocando violão,O homem está cantando e tocando o violão,O homem não está cantando nem tocando violão.
Um homem está sentado na grama e bebendo água de uma garrafa,Um homem está sentado no gramado e bebendo de uma garrafa de água,Um homem está em pé na grama e jogando água em uma garrafa.
Um menino pequeno está pulando numa poça na rua,Um menino pequeno está pulando em uma poça na rua,Um menino pequeno não está pulando numa poça na rua.
O homem está fazendo uma parada de mão na areia molhada na beira da água na praia,Uma parada de mão está sendo realizada por um homem na praia,"Na praia, um homem evita a parada de mão na areia."
Um esquilo está insanamente girando em círculos,Um esquilo está rodando em círculos,Um esquilo está calmamente parado em círculos.
Uma mulher está dançando,A mulher está dançando,Uma mulher não está dançando.
Uma menina jovem de casaco feito para o inverno está pulando de uma pedra para a areia na praia,Uma menina jovem de casaco de inverno está pulando de uma rocha para a areia na praia,"Uma menina jovem de casaco de verão está parada na rocha, contemplando o mar na praia."
Os meninos jovens estão brincando ao ar livre e o homem está sorrindo por perto,As crianças estão brincando ao ar livre perto de um homem com um sorriso,O homem jovem está brincando ao ar livre enquanto os meninos estão carrancudos por perto.
Algumas pessoas estão olhando para um equipamento de som,Um grupo de pessoas está olhando para o equipamento de som,Nenhuma pessoa está olhando para o equipamento de som.
Um grupo de cachorros está competindo furiosamente e tem focinheiras nos narizes,Um grupo de cachorros está competindo e tem focinheiras nos seus narizes,Um grupo de cachorros está cooperando amigavelmente e não tem focinheiras em seus narizes.
Os alunos estão enchendo a sala de aula,Uma sala de aula está cheia de estudantes,"A sala de aula está esvaziando, com poucos alunos."
O homem está sentado do lado de fora sob um guarda-chuva roxo,O homem está sentado ao ar livre sob um guarda-chuva roxo,O homem está sentado do lado de dentro sem um guarda-chuva roxo.
"O cachorro, que é preto e branco, está correndo e uma pessoa está parada atrás dele",O cachorro preto e branco está correndo e uma pessoa está atrás dele,"O cachorro está parado e uma pessoa, que é preta e branca, está correndo atrás dele."
Um gato está deslizando de ponta cabeça para baixo de um sofá,Um gato está escorregando de cabeça para baixo em um sofá,Um gato está subindo de cabeça para baixo em um sofá.
Um homem está surgindo de um pântano,Um homem está saindo da água,Um homem está afundando na água.
Um homem está despejando produto de limpeza na pia,Um homem está limpando a pia,Um homem está entupindo a pia.
Um homem está sentado no gramado e bebendo de uma garrafa de água,Um homem está sentado na grama e bebendo água de uma garrafa,Um homem está sentado na grama e engarrafando água de beber.
Um cachorro castanho e um cachorro cinza estão brincando na neve,O cachorro castanho e o cachorro cinza estão brincando na neve,Um cachorro castanho e um cachorro cinza não estão brincando na neve.
Um homem está dançando,Um cara está dançando,Ninguém está dançando.
Uma grande multidão de roupas quentes está posando para uma câmera,"Uma multidão, que é grande, de roupas quentes está posando para uma câmera",Uma pequena amostra de roupas quentes está posando para uma câmera.
Um gato está tocando teclados,O gato está tocando teclados,Nenhum gato está tocando teclados.
Uma jovem senhora está medindo o tornozelo de outra mulher,A mulher está medindo a outra mulher,Uma velha senhora está ignorando o tornozelo da outra mulher.
Uma menina tem manchas pretas e laranjas nas bochechas,Uma menina tem manchas coloridas nas bochechas,Uma menina não tem manchas nas bochechas.
Duas pessoas estão lutando kickboxing e espectadores estão assistindo,Duas pessoas estão lutando e os espectadores estão assistindo,Duas pessoas estão fingindo lutar e os espectadores estão desatentos.
Um homem está fazendo levantamentos na barra,Um homem está fazendo exercícios,Um homem está evitando fazer exercícios na barra.
Um homem está fazendo um truque de skate em uma varanda,Um homem está fazendo um truque com um skate,Um homem está quebrando um skate na varanda.
O cachorro está pegando uma bola,Um cachorro está pegando uma bola,Nenhum cachorro está pegando uma bola.
Um cachorro preto e um cachorro amarelo estão brincando um com o outro,Dois cachorros estão brincando um com o outro,Nenhum cachorro está brincando com o outro.
Um homem está cortando uma bota com uma espada,Um homem está cortando uma bota com uma lâmina,Um homem está consertando uma bota com uma agulha.
Quatro meninas estão fazendo ponte e brincando no jardim,Quatro garotas estão fazendo ponte e brincando ao ar livre,Quatro garotas estão desfazendo a ponte e limpando o jardim.
Uma mulher está tocando uma flauta,Uma mulher está tocando flauta,Uma mulher não está tocando flauta.
Uma menina está vestindo uma camiseta e tem a sua boca aberta,Uma menina tem uma camiseta e está mantendo sua boca aberta,Uma menina está tirando uma camiseta e não consegue fechar a boca.
Os homens estão colocando bagagens no porta-malas de um carro,Os homens estão colocando bagagens dentro do porta-malas de um carro,Os homens estão retirando bagagens do porta-malas de um carro.
Um homem velho com uma barba grisalha está andando de bicicleta,Um homem velho com uma barba que é cinza está andando de bicicleta,Um homem jovem sem barba alguma está parado com a bicicleta.
Uma mulher está tocando flauta,Uma mulher está tocando uma flauta,Uma mulher está evitando a flauta.
Dois homens estão jogando pingue-pongue,Dois homens estão jogando tênis de mesa,Dois homens estão jogando tênis.
Um homem em uma motocicleta está andando sobre uma roda,Uma pessoa está realizando truques em uma motocicleta,Um homem em uma motocicleta está parado sobre uma roda.
